mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2228090763092041,0.018257384955798935,0.011203527450561523,0.00569052825267606,,{'clf__max_depth': None},0.7028108963471138,0.7474086197490453,0.6976153765849976,0.769772218073189,0.712235499128703,0.7259685219766097,0.027954298342644828,3
0.12198386192321778,0.0043921336707123315,0.013167619705200195,0.0026321200831236568,10,{'clf__max_depth': 10},0.7290960461120941,0.7956841660429745,0.6982304815718533,0.7460237698004935,0.7230137079482675,0.7384096342951365,0.03248534695185041,1
0.16601138114929198,0.0054570269662524715,0.01526021957397461,0.008502671144378143,20,{'clf__max_depth': 20},0.7202583132083349,0.7514340050630373,0.6745223391196367,0.7607075299696469,0.7301814320383331,0.7274207238797977,0.030139044043386222,2
