mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08273577690124512,0.023771023633119993,0.015726518630981446,0.0012875325783130134,0.1,{'clf__C': 0.1},0.8861671828642755,0.9516095465695485,0.8881034335003951,0.9024302725467696,0.9289662007616619,0.9114553272485301,0.025239828925197633,3
0.10214991569519043,0.004946732944791578,0.015521860122680664,0.0017294584673474942,1.0,{'clf__C': 1},0.9443139236505107,0.980831512359039,0.9457243787158012,0.9565208533824604,0.9578047259602617,0.9570390788136146,0.013091116678057898,2
0.11956992149353027,0.005482946605725345,0.009046649932861328,0.006624763628553628,10.0,{'clf__C': 10},0.9714862249926681,0.9860317693363279,0.9670874224953933,0.9659238168695964,0.9657285162972379,0.9712515499982448,0.007677741275237302,1
