mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06356391906738282,0.003990065575925992,0.016015958786010743,0.002830144930424752,0.1,{'clf__alpha': 0.1},0.9747445090660284,0.9750554173130624,0.957686955970759,0.9643000095940379,0.9684488062347105,0.9680471396357196,0.006565157095858567,1
0.057146549224853516,0.0037101244012384435,0.012815189361572266,0.003262473725347369,0.5,{'clf__alpha': 0.5},0.9700709970219422,0.9665988195334265,0.9514558616428536,0.9577036781447373,0.9621631218361812,0.9615984956358282,0.006559694339968501,2
0.055868911743164065,0.0073727793381766155,0.012831783294677735,0.002633320306717866,1.0,{'clf__alpha': 1.0},0.9621721526654982,0.9573343686225287,0.9414963773633385,0.9486581544812255,0.9557284190747378,0.9530778944414658,0.007232067824324073,3
